name,mass,lum,mag,temp,dist,const,desc,multi
Menkar,0.60,60.00,2.54,4980,58.80,Centaurus,"Theta Centauri, officially named Menkent is a star in the southern constellation of Centaurus, the centaur. With an apparent visual magnitude of +2.06, it is the fourth-brightest member of the constellation. Based on parallax measurements obtained during the Hipparcos mission, it is about 58.8 light-years (18.0 parsecs) distant from the Sun. This is an evolved giant star with a stellar classification of K0 III. The interferometry-measured angular diameter of this star, after correcting for limb darkening, is 5.46 ± 0.06 milliarcseconds, which, at its estimated distance, equates to a physical radius of about 10.6 times the radius of the Sun. The outer envelope has an effective temperature of 4,980 K, giving it the orange-hued glow of a cool, K-type star. Soft X-ray emission has been detected from this star, which has an estimated X-ray luminosity of 1.4 × 1027 erg s−1.",1
Menkent,0.70,60.00,2.06,4980,58.80,Centaurus,"Theta Centauri, officially named Menkent, is a star in the southern constellation of Centaurus, the centaur. With an apparent visual magnitude of +2.06, it is the fourth-brightest member of the constellation. Based on parallax measurements obtained during the Hipparcos mission, it is about 58.8 light-years (18.0 parsecs) distant from the Sun. This is an evolved giant star with a stellar classification of K0 III. The interferometry-measured angular diameter of this star, after correcting for limb darkening, is 5.46 ± 0.06 milliarcseconds, which, at its estimated distance, equates to a physical radius of about 10.6 times the radius of the Sun. The outer envelope has an effective temperature of 4,980 K, giving it the orange-hued glow of a cool, K-type star. Soft X-ray emission has been detected from this star, which has an estimated X-ray luminosity of 1.4 × 1027 erg s−1.",1
Menkib,26.00,"263,600.00",3.98,35000,"1,200.00",Perseus,"Xi Persei, formally named Menkib is a star in the constellation of Perseus. Based upon parallax measurements taken during the Hipparcos mission, it is approximately 1,200 light-years from the Sun. Xi Persei has an apparent magnitude of +4.06 and is classified as a blue giant (spectral class O7.5III). It is intrinsically 12,700 times brighter than the Sun with absolute magnitude −5.5 in the V band. If the ultraviolet light that emanates from Menkib is included, its total bolometric luminosity is 263,000 times that of the Sun.",1
Merak,2.70,63.02,2.34,9377,79.70,Ursa Major,"Beta Ursae Majoris, formally named Merak is a star in the northern circumpolar constellation of Ursa Major. The apparent visual magnitude of this star is +2.37, which means it is readily visible to the naked eye. It is more familiar to northern hemisphere observers as one of the ""pointer stars"" in the Big Dipper, or the Plough (UK), which is a prominent asterism of seven stars that forms part of the larger constellation. Extending an imaginary straight line from this star through the nearby Alpha Ursae Majoris (Dubhe) extends to Polaris, the north star.",1
Merga,1.60,9.51,5.76,6591,157.40,Boötes,"38 Boötis is a single star in the northern constellation of Boötes, located approximately 157 light years from the Sun. It has the traditional name Merga and the Bayer designation h Boötis; 38 Boötis is the star's Flamsteed designation. This object is visible to the naked eye as a dim, yellow-white hued star with an apparent visual magnitude of 5.76. It is moving closer to the Earth with a heliocentric radial velocity of −4.5 km/s. This is a sharp-lined ('s') subgiant star with a stellar classification of F6 IVs, which indicates it has consumed the hydrogen at its core and is evolving off the main sequence. It is about 1.7 billion years old and is spinning with a projected rotational velocity of 10 km/s. The star has 1.6 times the mass of the Sun and 2.5 times the Sun's radius. It is radiating 9.5 times the luminosity of the Sun from its photosphere at an effective temperature of 6,591 K.",1
Meridiana,2.30,31.00,4.11,9100,125.00,Corona Australis,"Alpha Coronae Australis, officially named Meridiana, is the brightest star in the constellation of Corona Australis and is located about 125 light-years from Earth. Alpha Coronae Australis belongs to the spectral class A2Va, making it an A-type star like Vega. Like the latter, it has excess infrared radiation, which indicates it may be ringed by a disk of dust. It has an apparent magnitude of +4.10. The star's mass and radius are estimated at 2.3 times the Sun's mass and radius. With an effective temperature of roughly 9,100 K, the star radiates a total luminosity of about 31 times the Sun's.This star is roughly 254 million years old. A rapidly rotating star, it spins at almost 200 km per second at the equator, making a complete revolution in approximately 14 hours, close to its breakup velocity.",1
Merope,4.50,630.00,4.18,13360,380.00,Taurus,"Merope, designated 23 Tauri, is a star in the constellation of Taurus and a member of the Pleiades star cluster. It is approximately 380 light years away. Merope is a blue-white B-type subgiant with a mean apparent magnitude of +4.14. Richard Hinckley Allen described the star as lucid white and violet. It has a luminosity of 630 times that of the Sun and a surface temperature of 14,000 kelvins. Merope's mass is roughly 4.5 solar masses and has a radius more than 4 times as great as the Sun's. It is classified as a Beta Cephei type variable star and its brightness varies by 0.01 magnitudes.",1
Mesarthim,2.80,56.00,4.75,10670,164.00,Aries,"Gamma Arietis is a binary star in the northern constellation of Aries. The two components are designated γ¹ Arietis or Gamma Arietis B and γ² Arietis or Gamma Arietis A (formally named Mesarthim, the traditional name for the Gamma Arietis system). The combined apparent visual magnitude of the two stars is 3.86, which is readily visible to the naked eye and makes this the fourth-brightest member of Aries. Based upon parallax measurements obtained during the Hipparcos mission, the distance to Gamma Arietis from the Sun is approximately 164 light-years (50 parsecs).",2
Miaplacidus,3.50,288.00,1.67,8866,113.20,Carina,"Beta Carinae (Latinised from β Carinae), officially named Miaplacidus, is the second-brightest star in the constellation of Carina and one of the brightest stars in the night sky, with apparent magnitude 1.68. It is the brightest star in the southern asterism known as the Diamond Cross, marking the southwestern end of the asterism. It lies near the planetary nebula IC 2448. Parallax measurements place it at a distance of 113.2 light-years (34.7 parsecs) from the Sun. he stellar classification of A1 III suggests this is an evolved giant star, although Malagnini and Morossi (1990) rated it as an A2 IV subgiant star. It has an estimated age of 260 million years. This star does not show an excess emission of infrared radiation that might otherwise suggest the presence of a debris disk.",1
Mimosa,16.00,"34,000.00",1.25,27000,280.00,Crux,"Mimosa (Latinised to Beta Crucis), is the second-brightest object in the constellation of Crux, after Acrux (Alpha Crucis), and the 20th-brightest star in the night sky. It forms part of the prominent asterism called the Southern Cross. Mimosa is a binary star or a possible triple star system. Based on parallax measurements, Mimosa is located at a distance of 280 ly (86 pc) from the Earth. In 1957, German astronomer Wulff-Dieter Heintz discovered that it is a spectroscopic binary with components that are too close together to resolve with a telescope. The pair orbit each other every 5 years with an estimated separation that varies from 5.4 to 12.0 Astronomical Units. The system is only 8 to 11 million years old.",2
